stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
"50201","PORTA S. PAOLO","41.8750182925906","12.4817566251567","1",""
"50202","PRENESTINA","41.8977879105733","12.546754415314","1",""
"50203","PRIMA PORTA","41.9998401656536","12.4922138202189","1",""
"50204","QUATTRO VENTI","41.8795400849434","12.458914136645","1",""
"50206","S. BIBIANA","41.8943833875806","12.5108330238474","1",""
"50207","S. ELENA","41.8871282803105","12.5261563534616","1",""
"50213","SALONE","41.9152475362526","12.6359914754064","1",""
"50214","SAN FILIPPO NERI","41.9462631529858","12.4168687796935","1",""
"50215","SAN PIETRO","41.8959754353864","12.4548987358846","1",""
"50217","SAXA RUBRA","41.974475492415","12.4931461948517","1",""
"50218","SERENISSIMA","41.9000477046905","12.5581245555412","1",""
"50219","SETTEBAGNI","42.0062312580233","12.5200963484344","1",""
"50220","STELLA POLARE","41.7272985909437","12.2950144034334","1",""
"50221","TERMINI","41.9015555335418","12.5020047607224","1",""
"50222","TERMINI LAZIALI","41.8971250801351","12.5062754984279","1",""
"50223","TIBURTINA","41.910459556877","12.531569665254","1",""
"50227","TOGLIATTI","41.9032687996442","12.5748019004546","1",""
"50228","TOR DI VALLE","41.81960872938","12.4368158638249","1",""
"50229","TORPIGNATTARA","41.8802319720041","12.5421751385654","1",""
"50236","TORRICOLA","41.8096885785001","12.5577213218316","1",""
"50237","TOR SAPIENZA","41.9058515092863","12.5879557430806","1",""
"50238","TOR VERGATA","41.823326026258","12.6662096509423","1",""
"50239","TRASTEVERE","41.8723093125558","12.466050598156","1",""
"50240","TUSCOLANA","41.8794110097813","12.5234344563758","1",""
"50242","VALLE AURELIA","41.9030331907672","12.4426704982211","1",""
"50246","VILLA BONELLI","41.848703112472","12.4553260545416","1",""
"50249","VILLINI","41.8844222329189","12.530503809195","1",""
"50250","VITINIA","41.795286761811","12.4037196182133","1",""
"70002","FLAMINIA- CANTALUPO","41.9549032761001","12.4845483377772","0",""
"70003","FLAMINIA- TOR DI QUINTO","41.9519733746096","12.4846694050873","0",""
"70004","FLAMINIA- MONTEROSI","41.9510236766768","12.4807342803127","0",""
"70005","FLAMINIA- CAPPELLI","41.9497734229065","12.4789594773012","0",""
"70006","FLAMINIA- MORLUPO","41.9478165077105","12.4756021407905","0",""
"70007","FLAMINIA- NITTI","41.9462959380768","12.4734153866042","0",""
"70008","FLAMINIA- BEVAGNA","41.944304695256","12.4720627951626","0",""
"70009","CORSO FRANCIA- FLAMINIA","41.940735590259","12.470790170034","0",""
"70010","TOR DI QUINTO- RIANO","41.9371114376045","12.4696356453402","0",""
"70011","MOZART- SIBELIUS","41.91218308825","12.5638445813238","0",""
"70012","MOZART- BADILE","41.9141916440122","12.5623719261203","0",""
"70013","ORTUCCHIO- PACENTRO","41.9367180865683","12.6503713016351","0",""
"70014","THAON DI REVEL- FORO ITALICO","41.9311047911969","12.4628669954711","0",""
"70015","THAON DI REVEL- ROMANO","41.9333327541993","12.4652736740103","0",""
"70017","FLAMINIA- CALDERINI","41.9312710824551","12.4678241930756","0",""
"70018","FLAMINIA- CARRACCI","41.9295073283812","12.4685084559036","0",""
"70019","FLAMINIA- RENI","41.9277965897247","12.469226414402","0",""
"70020","FLAMINIA- VIGNOLA","41.9249949777307","12.470365721537","0",""
"70021","FLAMINIA- FRACASSINI","41.922923126191","12.4712167356291","0",""
"70023","LITORANEA- VARCO 5","41.6586125080204","12.4144165821314","0",""
"70026","DEL FIOCCO- VALLE GIULIA","41.9136913794622","12.4806272156397","0",""
"70027","VICTOR HUGO- MUSEO BILOTTI","41.9129862151688","12.4834589860992","0",""
"70029","VICTOR HUGO- MUSEO BILOTTI","41.9133392087654","12.4828123927212","0",""
"70030","DEL FIOCCO- VALLE GIULIA","41.9137862996747","12.4810627470908","0",""
"70031","REPUBBLICA","41.902507244856","12.4971335996044","0",""
"70032","NAZIONALE- TORINO","41.9018844934181","12.4949253703352","0",""
"70033","VILLA BORGHESE- WASHINGTON","41.9124931786821","12.4774860435504","0",""
"70034","NAZIONALE- QUATTRO FONTANE","41.9001627543404","12.492304825858","0",""
"70035","NAZIONALE- PALAZZO ESPOSIZIONI","41.8991390215319","12.490738976427","0",""
"70036","LITORANEA- VARCO 4","41.6608360470088","12.4110137958246","0",""
"70037","NAZIONALE- QUIRINALE","41.8969744147806","12.4874357698733","0",""
"70038","PIAZZA VENEZIA","41.8968275716316","12.4828495090674","0",""
"70039","PIAZZA DELLA MARINA","41.9158237733055","12.4743374512047","0",""
"70041","FLAMINIA- VILLA GIULIA","41.9178813976285","12.4734343535242","0",""
"70042","LARGO TORRE ARGENTINA","41.8961220039974","12.4768551719014","0",""
"70044","CORSO VITTORIO- SANT'ANDREA DELLA VALLE","41.896574889031","12.4738936021639","0",""
"70045","ANKARA","41.9242405238074","12.4717659298685","0",""
"70046","LITORANEA- VARCO 3","41.665523602921","12.4048171892495","0",""
"70047","TIZIANO- APOLLODORO","41.9294010757555","12.4695299242451","0",""
"70048","TIZIANO- DICIASSETTESIMA OLIMPIADE","41.9322976532885","12.4683828089612","0",""
"70049","CORSO VITTORIO EMANUELE- NAVONA","41.8971961639528","12.4714482024596","0",""
"70050","LITORANEA- VARCO 2","41.6706658814356","12.3983484988979","0",""
"70051","THAON DI REVEL- PONTE MILVIO","41.9343736469418","12.4667505679375","0",""
"70052","THAON DI REVEL- ROMANO","41.9331507312215","12.4647109923374","0",""
"70053","CORSO VITTORIO EMANUELE- TASSONI","41.8988281509448","12.4674955424868","0",""
"70054","CORSO VITTORIO EMANUELE- PONTE VITTORIO","41.9004611900491","12.4653463332361","0",""
"70055","THAON DI REVEL- DUCA D'AOSTA","41.9312215696197","12.4625097405245","0",""
"70057","MARESCIALLO DIAZ- DE BOSIS","41.9326924226609","12.4607056715748","0",""
"70059","LITORANEA- VARCO 1","41.6721054783225","12.3958334632702","0",""
"70061","MARESCIALLO DIAZ - PONTE MILVIO","41.9355825080867","12.464814215911","0",""
"70064","LITORANEA- VARCO 1","41.6714167078793","12.3966613993948","0",""
"70065","CORSO FRANCIA- FLAMINIA","41.940813736064","12.4710669230672","0",""
"70066","FLAMINIA- BEVAGNA","41.9449646574418","12.472668808918","0",""
"70067","ACCIAIOLI","41.899741993691","12.464937034988","0",""
